filename,relative_path,duration_sec,transcript,notes,character
tran0304.wav,Battlezone/Combat Exercises/Bio-metal Scavenging/tran0304.wav,15.453,"Good. The Recycler is now ready to move. Use your command interface to open a comm channel with the Recycler and order it to follow you to a new geyser at checkpoint one. Keep in mind that the Recycler is big and slow, may not be able to keep up with you.",,Lieutenant Corbett
tran0305.wav,Battlezone/Combat Exercises/Bio-metal Scavenging/tran0305.wav,5.352,All right. Let's open a comms channel with the Recycler and order it to deploy on the geyser.,,Lieutenant Corbett
tran0306.wav,Battlezone/Combat Exercises/Bio-metal Scavenging/tran0306.wav,17.519,Point your smart reticle at the geyser and notice that the diamond on the ground changes to a white line. The command interface automatically recognizes that the Recycler has a special interaction with the geyser. Press the Spacebar while pointing at the geyser to get the Recycler to deploy on the power source.,,Lieutenant Corbett
tran0307.wav,Battlezone/Combat Exercises/Bio-metal Scavenging/tran0307.wav,5.745,Great. Now have the Recycler build a Scavenger. Open a comms channel with the Recycler.,,Lieutenant Corbett
tran0308.wav,Battlezone/Combat Exercises/Bio-metal Scavenging/tran0308.wav,11.018,"Scavengers will gather bio-metal on their own. However, you will need to protect your Scavengers because they don't have any weapons. Protect that Scavenger. I'm gonna send a drone to attack it.",,Lieutenant Corbett
tran0309.wav,Battlezone/Combat Exercises/Bio-metal Scavenging/tran0309.wav,3.843,Press the <kbd>1</kbd> key to have the Recycler build a Scavenger.,,Lieutenant Corbett
tran0310.wav,Battlezone/Combat Exercises/Bio-metal Scavenging/tran0310.wav,6.931,Notice the scrap display in your HUD. You'll need to keep tabs on your scrap supply in order to make smart building choices.,,Lieutenant Corbett
tran0311.wav,Battlezone/Combat Exercises/Bio-metal Scavenging/tran0311.wav,2.38,"We're done with this exercise, Commander.",,Lieutenant Corbett
tran0312.wav,Battlezone/Combat Exercises/Bio-metal Scavenging/tran0312.wav,3.587,Press the <kbd>1</kbd> key to have the Recycler follow you.,,Lieutenant Corbett
tran0313.wav,Battlezone/Combat Exercises/Bio-metal Scavenging/tran0313.wav,4.331,"You didn't protect the Scavenger. You're not ready for combat, Commander.",,Lieutenant Corbett
tran0314.wav,Battlezone/Combat Exercises/Bio-metal Scavenging/tran0314.wav,3.402,"Good shooting, Commander. That enemy is scrap.",,Lieutenant Corbett
tran0315.wav,Battlezone/Combat Exercises/Bio-metal Scavenging/tran0315.wav,2.659,"Good job, Commander. We're done here.",,Lieutenant Corbett
misn0101.wav,Battlezone/Combat Exercises/Combat Driving/misn0101.wav,20.259,"Welcome to the Moon, Commander. I'm gonna walk you through combat training. The general wants all NSDF command posts prepared to defend themselves. The future of our country depends on our success here in space. Get into our experimental scout tank. Let's go for a test drive through the pylons ahead. Press <kbd>O</kbd> to review your current objectives.",,Lieutenant Corbett
misn0102.wav,Battlezone/Combat Exercises/Combat Driving/misn0102.wav,3.077,"Let's get the course done sometime today, Commander.",,Lieutenant Corbett
misn0103.wav,Battlezone/Combat Exercises/Combat Driving/misn0103.wav,2.043,"You're outside the course, Commander.",,Lieutenant Corbett
misn0104.wav,Battlezone/Combat Exercises/Combat Driving/misn0104.wav,8.034,"Good job, Commander. You're approaching the rim of a bio-metal quarry. Drive over the edge and use your jump thrusters to cushion your landing.",,Lieutenant Corbett
misn0105.wav,Battlezone/Combat Exercises/Combat Driving/misn0105.wav,1.637,Nice landing.,,Lieutenant Corbett
misn0106.wav,Battlezone/Combat Exercises/Combat Driving/misn0106.wav,3.471,"Easy, Commander. That's an expensive piece of machinery.",,Lieutenant Corbett
misn0107.wav,Battlezone/Combat Exercises/Combat Driving/misn0107.wav,11.134,"Now, let's get you out of that crater by jumping from ledge to ledge. Proceed to the eastern edge of the quarry and follow the pylons out of the hole. Use your jump thrusters to cross the ledges.",,Lieutenant Corbett
misn0108.wav,Battlezone/Combat Exercises/Combat Driving/misn0108.wav,2.171,You still have some jumps left.,,Lieutenant Corbett
misn0109.wav,Battlezone/Combat Exercises/Combat Driving/misn0109.wav,3.332,"Good job, Commander. Head for the target range.",,Lieutenant Corbett
misn0110.wav,Battlezone/Combat Exercises/Combat Driving/misn0110.wav,9.787,"Okay, Commander. Drive to the next crater and use your missiles and cannons to destroy the dummy targets. Notice the active weapon in the lower right side of your HUD.",,Lieutenant Corbett
misn0111.wav,Battlezone/Combat Exercises/Combat Driving/misn0111.wav,8.928,"Try to use your strafe thrusters to present your enemy with a moving target. Also, remember to monitor your ammo and vehicle status with the gauges in your HUD.",,Lieutenant Corbett
misn0113.wav,Battlezone/Combat Exercises/Combat Driving/misn0113.wav,2.612,Good. Move on to the next target.,,Lieutenant Corbett
misn0114.wav,Battlezone/Combat Exercises/Combat Driving/misn0114.wav,4.656,"Excellent, Commander. You've made our engineering team proud. Let's move on.",,Lieutenant Corbett
misn0115.wav,Battlezone/Combat Exercises/Combat Driving/misn0115.wav,5.753,"We think the V-Thruster is capable of doing the course faster, but that time will certainly do. Let's move on.",Unused voiceover.,
misn0116.wav,Battlezone/Combat Exercises/Combat Driving/misn0116.wav,9.639,"To help keep track of enemies, press <kbd>T</kbd> to target them. As long as your enemy remains in radar range, he will appear in your target camera, and the arrows in your HUD will identify its direction.",Unused voiceover.,
misn0117.wav,Battlezone/Combat Exercises/Combat Driving/misn0117.wav,12.762,"One last thing, Commander. Let's get familiar with the new command system in your V-Thruster. Up ahead you'll find a T-4 Badger Turret. I'll add it to your control interface. Let's go through the steps of positioning the Turret on the battlefield.",Unused voiceover.,
misn0118.wav,Battlezone/Combat Exercises/Combat Driving/misn0118.wav,7.581,"To open communications with the Turret, you can point your smart reticle at it triggering the select command. Pressing the space bar will then select the unit.",Unused voiceover.,
misn0119.wav,Battlezone/Combat Exercises/Combat Driving/misn0119.wav,22.59,"Good. Notice the list of commands in the left side of your HUD. At the top of that list is the smart reticle command that the unit will execute if you press the spacebar again. When you point your reticle at the ground, a diamond marking the location where you could send that unit will appear. Pressing the spacebar will order the unit to the new location. Once there, the Turret will deploy and defend its position. Go ahead and try it.",Unused voiceover.,
misn0120.wav,Battlezone/Combat Exercises/Combat Driving/misn0120.wav,8.278,"A moving turret has no usable weapons, but once deployed it provides a powerful defense. Watch the Turret demonstrate its firepower on the approaching target.",Unused voiceover.,
misn0121.wav,Battlezone/Combat Exercises/Combat Driving/misn0121.wav,1.995,"Good work, Commander.",,Lieutenant Corbett
misn0122.wav,Battlezone/Combat Exercises/Combat Driving/misn0122.wav,6.838,"Uh, Commander, do you really think you can complete this course on foot? Get into that V-Thruster.",,Lieutenant Corbett
misn0123.wav,Battlezone/Combat Exercises/Combat Driving/misn0123.wav,4.981,"Commander, I'm losing patience with your incompetence. We'll try this again later.",,Lieutenant Corbett
tran0201.wav,Battlezone/Combat Exercises/Defensive Command/tran0201.wav,15.221,"Okay, Commander. Today we'll practice using the command interface. We've got a T-7 Badger turret up ahead. The T-7 is an excellent defensive weapon when deployed, but it's very vulnerable when moving. Let's walk through the steps of commanding the Turret.",,Lieutenant Corbett
tran0202.wav,Battlezone/Combat Exercises/Defensive Command/tran0202.wav,12.132,"Open a comms channel with your turret by using the command interface in the top left of your HUD. When a menu is green, you have units in that category. Press the <kbd>2</kbd> key to view your defensive units.",,Lieutenant Corbett
tran0203.wav,Battlezone/Combat Exercises/Defensive Command/tran0203.wav,6.966,Good. Press <kbd>Shift</kbd> to close the comms channel. I want to show you another way to open a comms channel when you don't have a visual on a unit.,Unused voiceover.,
tran0204.wav,Battlezone/Combat Exercises/Defensive Command/tran0204.wav,12.132,"Open a comms channel with your turret by using the command interface in the top left of your HUD. When a menu is green, you have units in that category. Press the <kbd>2</kbd> key to view your defensive units.",,Lieutenant Corbett
tran0205.wav,Battlezone/Combat Exercises/Defensive Command/tran0205.wav,13.874,"Notice the green line drawn into the radar. This will help you keep track of your units on the battlefield. At the bottom of each line in the radar, you will see a green-colored circle with a number in it. Press the <kbd>1</kbd> key to select your Turret.",,Lieutenant Corbett
tran0206.wav,Battlezone/Combat Exercises/Defensive Command/tran0206.wav,6.676,"Now, we're ready to give the Turret an order. Press the <kbd>1</kbd> key to command the selected Turret to follow you.",,Lieutenant Corbett
tran0207.wav,Battlezone/Combat Exercises/Defensive Command/tran0207.wav,5.19,"Now, let's order the Turret to deploy. Open a comms channel with the Turret.",,Lieutenant Corbett
tran0208.wav,Battlezone/Combat Exercises/Defensive Command/tran0208.wav,9.183,Good. Let's get the Turret to deploy. Point your smart reticle at the ground and press the space bar to order the Turret to move to that position and deploy.,,Lieutenant Corbett
tran0209.wav,Battlezone/Combat Exercises/Defensive Command/tran0209.wav,3.712,Good job. Let's watch the Turret destroy a drone.,,Lieutenant Corbett
tran0210.wav,Battlezone/Combat Exercises/Defensive Command/tran0210.wav,4.261,"That ends the exercise, Commander. We'll debrief at Eagles Nest One.",,Lieutenant Corbett
tran0211.wav,Battlezone/Combat Exercises/Defensive Command/tran0211.wav,3.309,Now press <kbd>1</kbd> to select the Turret.,,Lieutenant Corbett
tran0212.wav,Battlezone/Combat Exercises/Defensive Command/tran0212.wav,3.239,Press <kbd>2</kbd> to select your defensive units.,,Lieutenant Corbett
tran0213.wav,Battlezone/Combat Exercises/Defensive Command/tran0213.wav,8.536,"Drive to the checkpoint and the T-7 will follow behind you. Keep in mind that not all units move at the same speed, so they might get separated when traveling in a convoy.",Unused voiceover.,
misn0800.wav,Battlezone/Stars and Stripes/A Nasty Surprise/misn0800.wav,18.054,"Commander, we have successfully landed four platoons on Venus in preparation for attacking the CCA's main base at Nav Beacon 2. You'll command our troops on the northern flank. Commander Eldridge will lead the Colorado attacking from the west at Nav Beacon 3. His APCs will lead the attack on the Soviet’s Gun Tower.",,General Collins
misn0801.wav,Battlezone/Stars and Stripes/A Nasty Surprise/misn0801.wav,7.825,"Justice, we're under attack (static). Send all units, we’re under attack. (static)",,Commander Eldridge
misn0802.wav,Battlezone/Stars and Stripes/A Nasty Surprise/misn0802.wav,13.444,We're under attack by forces of unknown origin. (static) Ship of unknown configuration. (static),,Commander Eldridge
misn0803.wav,Battlezone/Stars and Stripes/A Nasty Surprise/misn0803.wav,3.518,"Colorado, restate. Last message unclear.",,Lieutenant Corbett
misn0804.wav,Battlezone/Stars and Stripes/A Nasty Surprise/misn0804.wav,2.636,(scream),,Commander Eldridge
misn0805.wav,Battlezone/Stars and Stripes/A Nasty Surprise/misn0805.wav,6.269,Grizzly One. We've lost contact with the Colorado. Continue with current orders and stand by for Sky-Eye recon.,,Lieutenant Corbett
misn0806.wav,Battlezone/Stars and Stripes/A Nasty Surprise/misn0806.wav,3.286,"I'm picking up something big on your radar, Commander.",,Corporal Buzz
misn0807.wav,Battlezone/Stars and Stripes/A Nasty Surprise/misn0807.wav,7.674,"Commander, Sky-Eye cannot match the configuration of that ship with any known Soviet craft. Approach with extreme caution.",,Lieutenant Corbett
misn0808.wav,Battlezone/Stars and Stripes/A Nasty Surprise/misn0808.wav,4.632,Sky-Eye is picking up an unidentified object to the west. Stand by.,,Lieutenant Corbett
misn0809.wav,Battlezone/Stars and Stripes/A Nasty Surprise/misn0809.wav,4.679,Sky-Eye has picked up an unidentified object to the east. Stand by.,,Lieutenant Corbett
misn0810.wav,Battlezone/Stars and Stripes/A Nasty Surprise/misn0810.wav,7.535,"Grizzly One, the Colorado has been destroyed. You are on your own. Amass your forces and take out that CCA base.",,General Collins
misn0811.wav,Battlezone/Stars and Stripes/A Nasty Surprise/misn0811.wav,3.146,I'm picking up another one of those things to the east!,,Corporal Buzz
misn0812.wav,Battlezone/Stars and Stripes/A Nasty Surprise/misn0812.wav,3.03,I'm picking up another one of those things to the west!,,Corporal Buzz
misn0813.wav,Battlezone/Stars and Stripes/A Nasty Surprise/misn0813.wav,2.31,"We've got another one, Commander!",,Corporal Buzz
misn0814.wav,Battlezone/Stars and Stripes/A Nasty Surprise/misn0814.wav,5.7,We've got another unidentified object heading your way from the east. We're dropping a Nav Camera there now.,,Lieutenant Corbett
misn0815.wav,Battlezone/Stars and Stripes/A Nasty Surprise/misn0815.wav,5.027,We've got another unidentified object coming from the west. We're dropping a Nav Beacon there.,,Lieutenant Corbett
misn0816.wav,Battlezone/Stars and Stripes/A Nasty Surprise/misn0816.wav,3.796,"Pull out, Commander! What the Sam Hill is that?",,Corporal Buzz
misn0817.wav,Battlezone/Stars and Stripes/A Nasty Surprise/misn0817.wav,10.147,"Uh, Justice, this is Eldridge from the Colorado. We are encountering moderate fighter resistance. Looks like they don't want to fight. Are you guys sure they know we're here?",,Commander Eldridge
misn0818.wav,Battlezone/Stars and Stripes/A Nasty Surprise/misn0818.wav,15.708,"Well done, Grizzly One. You have struck a decisive blow for the NSDF. We are... stand by… Grizzly One, a platoon of CCA forces have escaped the assault. We are airlifting you to intercept coordinates. Stand by.",,General Collins
misn0819.wav,Battlezone/Stars and Stripes/A Nasty Surprise/misn0819.wav,18.146,"Grizzly One, it looks like you've stumbled into a ruined city. Stand by. Intelligence indicates that those are the ruins of Styx. Preliminary bio-metal readings indicate that those walking machines were probably derived from those ruins. Well done, Grizzly One. Now carry out your orders.",,General Collins
misn0820.wav,Battlezone/Stars and Stripes/A Nasty Surprise/misn0820.wav,20.724,"Well done, Grizzly One. The Soviets have been destroyed. Sky-Eye indicates that there is a large deposit of alien artifacts just to the north of where the Soviets set up that base. Looks like the ruins of a city. Intelligence wants to know if it has anything to do with those walking machines. Find those artifacts, Commander, and we will lift you out of the area. Collins out.",,General Collins
misn0821.wav,Battlezone/Stars and Stripes/A Nasty Surprise/misn0821.wav,7.163,"That's not it, Commander. The ruins we're looking for are on a much larger scale and in a much more concentrated area. Continue searching.",,General Collins
misn0822.wav,Battlezone/Stars and Stripes/A Nasty Surprise/misn0822.wav,12.806,"Commander, we're picking up what you're seeing. Intelligence indicates that the entire area is scattered with alien relics. Identify as many as you can, but I am more concerned with that base, Commander. Carry on.",,General Collins
misn0823.wav,Battlezone/Stars and Stripes/A Nasty Surprise/misn0823.wav,7.419,"Commander, you have lost the Utah. Attention all NSDF forces. We must withdraw from the area. Mission aborted.",,General Collins
misn0824.wav,Battlezone/Stars and Stripes/A Nasty Surprise/misn0824.wav,9.114,"Commander, are you hard of hearing? I have given you a direct order to stay clear of the Colorado. Return to base and carry out my orders, now!",,General Collins
misn0825.wav,Battlezone/Stars and Stripes/A Nasty Surprise/misn0825.wav,7.535,"Grizzly One, the Colorado has been destroyed. You are on your own. Amass your forces and take out that CCA base.",,General Collins
misn0826.wav,Battlezone/Stars and Stripes/A Nasty Surprise/misn0826.wav,4.888,"On it, sir. Grizzly One, I will relay the coordinates to you now. Corbett out.",,Lieutenant Corbett
misn0827.wav,Battlezone/Stars and Stripes/A Nasty Surprise/misn0827.wav,16.951,"With the Radar Array destroyed, we landed a massive force on Venus, and quickly moved to gain control of the relic. We were cocky, thinking that we'd march right through the Soviet lines. We were in for a major surprise.",,Grizzly One
misn0501.wav,Battlezone/Stars and Stripes/An Unexpected Connection/misn0501.wav,21.397,Sky-Eye has discovered a structure built on the side of a Martian volcano. We need you to inspect the area from the ground and establish a perimeter around the structure that will shut down all possible CCA access points. Initial scouting parties have found that all of the gullies are heavily mined. Stay on the ridges to avoid these hazards. Good luck.,,General Collins
misn0502.wav,Battlezone/Stars and Stripes/An Unexpected Connection/misn0502.wav,3.402,"I'm not picking up any structures around the volcano, Commander.",,Corporal Buzz
misn0503.wav,Battlezone/Stars and Stripes/An Unexpected Connection/misn0503.wav,4.122,"There it is. Lieutenant Corbett, Grizzly One has found the structure.",,Corporal Buzz
misn0504.wav,Battlezone/Stars and Stripes/An Unexpected Connection/misn0504.wav,4.841,"Good job, Commander. Recon the object and shut down all passages to the structure.",,Lieutenant Corbett
misn0505.wav,Battlezone/Stars and Stripes/An Unexpected Connection/misn0505.wav,3.262,"Commander, incoming CCA forces!",,Corporal Buzz
misn0506.wav,Battlezone/Stars and Stripes/An Unexpected Connection/misn0506.wav,10.24,"Grizzly One, you must hold that factory at all costs. Commander Eldridge and the 6th platoon will supply reinforcements. Hold off the CCA until then. Collins out.",,General Collins
misn0507.wav,Battlezone/Stars and Stripes/An Unexpected Connection/misn0507.wav,4.748,"Grizzly One, this is Commander Eldridge of the Sixth Platoon. We're ten minutes out.",,Commander Eldridge
misn0508.wav,Battlezone/Stars and Stripes/An Unexpected Connection/misn0508.wav,5.445,"Looks like that's the last of 'em, Commander. They probably realized the 6th was coming and turned tail.",,Corporal Buzz
misn0509.wav,Battlezone/Stars and Stripes/An Unexpected Connection/misn0509.wav,4.331,"Stay sharp, Corporal, and secure that factory until the sixth arrives.",,Lieutenant Corbett
misn0510.wav,Battlezone/Stars and Stripes/An Unexpected Connection/misn0510.wav,6.49,"Incoming Bombers, Commander. They're headed toward the factory. We've got to pick them up before they can get into range to destroy it.",,Corporal Buzz
misn0511.wav,Battlezone/Stars and Stripes/An Unexpected Connection/misn0511.wav,3.39,Commander Eldridge here. The 6th is at your command.,,Commander Eldridge
misn0512.wav,Battlezone/Stars and Stripes/An Unexpected Connection/misn0512.wav,2.798,"Good work, Commander. The factory is secure.",,Lieutenant Corbett
misn0513.wav,Battlezone/Stars and Stripes/An Unexpected Connection/misn0513.wav,7.221,"Grizzly One, I leave you alone for two seconds and you're blowing up our Recycler! When Commander Eldridge gets there, you are relieved of command.",,General Collins
misn0514.wav,Battlezone/Stars and Stripes/An Unexpected Connection/misn0514.wav,7.012,"All units, fall back. Good job, Grizzly One. I give you one simple task and you can't get the job done!",,General Collins
misn0515.wav,Battlezone/Stars and Stripes/An Unexpected Connection/misn0515.wav,8.568,"I don't believe it. Grizzly One, we may have hit the jackpot with this one. This structure is called Lemnos. It was the alien factory that produced the bio-metal.",Unused voiceover.,
misn0516.wav,Battlezone/Stars and Stripes/An Unexpected Connection/misn0516.wav,3.889,"General, Grizzly One has eliminated the CCA Recycler.",,Lieutenant Corbett
misn0517.wav,Battlezone/Stars and Stripes/An Unexpected Connection/misn0517.wav,5.909,"Good work, Commander. Now, clean up any stray CCA units that could take out that factory.",,General Collins
misn0518.wav,Battlezone/Stars and Stripes/An Unexpected Connection/misn0518.wav,60.279,"The object we discovered when we first touched down on Mars, confirmed the nagging feeling in the back of all of our minds. We knew the bio-metal wasn't natural. Someone... or something had created it. Now we held an object that contained their complete historical record. Locked away within its enigmatic recesses were untold weapons and vehicles and countless anecdotes that would tell us who these people were, and where they'd gone. For now all we knew was a name. The Cthonians, but we had a new imperative. We had to explore every nook and cranny of the planet's surface. We had to learn everything that they knew. We became anthropologists uncovering a lost civilization whose knowledge could literally raise us amongst the gods, and whose weight could crush us forever.",,Grizzly One
misn0700.wav,Battlezone/Stars and Stripes/Behind Enemy Lines/misn0700.wav,27.156,"Commander, in order for our Venusian assault to begin, you must take out the Soviets' Radar Array inside their outpost to the north. Sky-Eye indicates that the outpost is fortified with Gun Towers, and Soviet Fighters are patrolling the entire area. Take your strike team, find a way inside that outpost, and destroy the radar array. Lieutenant Eldridge’s team has already scouted the area. Rendezvous with him at Nav Beacon 1 before you start your assault. Collins out.",,General Collins
misn0701.wav,Battlezone/Stars and Stripes/Behind Enemy Lines/misn0701.wav,13.166,"This is Commander Eldridge at your disposal, Commander. I've just received word from my scout, Razor One, that he's located the outpost and dropped a Nav Camera at its location. Let's check it out, but keep an eye out for Soviet runners trying to get back to warn the others.",,Commander Eldridge
misn0702.wav,Battlezone/Stars and Stripes/Behind Enemy Lines/misn0702.wav,9.694,Razor One reporting. I've worked my way up to a peak above the outpost. Looks like we could eject into the base from here. I'll drop a Nav Beacon here now. Razor One out.,,Razor One
misn0703.wav,Battlezone/Stars and Stripes/Behind Enemy Lines/misn0703.wav,9.253,Razor One reporting. I'm beyond a minefield east of the outpost. The Soviets are up to something. I'm gonna drop a Nav Beacon for you to check out.,Unused voiceover.,
misn0704.wav,Battlezone/Stars and Stripes/Behind Enemy Lines/misn0704.wav,9.172,"Commander, I'm under attack and need assistance. Meet (static) Nav 5. Follow the Nav Beacons to get through (static) the minefield.",Unused voiceover.,
misn0705.wav,Battlezone/Stars and Stripes/Behind Enemy Lines/misn0705.wav,2.148,"One of ‘em is making a break for it, sir!",,Commander Eldridge
misn0706.wav,Battlezone/Stars and Stripes/Behind Enemy Lines/misn0706.wav,1.579,That got 'em.,,Commander Eldridge
misn0707.wav,Battlezone/Stars and Stripes/Behind Enemy Lines/misn0707.wav,4.702,"Uh, our runner's gotten back to base. We've been detected. The heat's on now.",,Commander Eldridge
misn0708.wav,Battlezone/Stars and Stripes/Behind Enemy Lines/misn0708.wav,1.56,(Radar Array alarm).,,
misn0709.wav,Battlezone/Stars and Stripes/Behind Enemy Lines/misn0709.wav,2.868,"I've tripped the outpost alarm. They're on to us, sir.",,Commander Eldridge
misn0710.wav,Battlezone/Stars and Stripes/Behind Enemy Lines/misn0710.wav,3.32,"Commander, you've set off the alarm. They're on to us, sir.",,Commander Eldridge
misn0711.wav,Battlezone/Stars and Stripes/Behind Enemy Lines/misn0711.wav,5.749,William Stahl is the greatest designer known to man!,This is an easter egg related to Razor One discovering the minefield and CCA test range; it seems to be unreachable in the final version of the mission.,
misn0712.wav,Battlezone/Stars and Stripes/Behind Enemy Lines/misn0712.wav,3.901,"Commander, you have lost the Utah. Your mission is lost.",,General Collins
misn0713.wav,Battlezone/Stars and Stripes/Behind Enemy Lines/misn0713.wav,5.573,"Excellent work, Commander. I'd say you are shaping up to be a shining star in the NSDF.",,General Collins
misn0714.wav,Battlezone/Stars and Stripes/Behind Enemy Lines/misn0714.wav,16.521,"Excellent work, Commander. The Radar Array is down and we're ready to begin our assault. Rendezvous with the Recycler Utah and her Unit Factory. We've dropped a Nav Beacon at her location. Set up a base and destroy the Soviet Recycler to the north. We've dropped a Nav Camera there as well. Hurry, Commander.",,General Collins
misn0715.wav,Battlezone/Stars and Stripes/Behind Enemy Lines/misn0715.wav,3.121,Yee-haw!,,Razor One
misn0716.wav,Battlezone/Stars and Stripes/Behind Enemy Lines/misn0716.wav,8.487,"Commander, we'll never make it by those Gun Towers in one piece. Collins was right. We'll have to find another way into that outpost. The front door's locked up tight.",,Razor One
misn0717.wav,Battlezone/Stars and Stripes/Behind Enemy Lines/misn0717.wav,10.136,Razor One reporting. I've worked my way up to a peak above the outpost. Looks like we could eject into the base from here. I'll drop a Nav Beacon. Razor One out.,Unused voiceover.,
misn0718.wav,Battlezone/Stars and Stripes/Behind Enemy Lines/misn0718.wav,9.108,"Glad you could make it, sir. Volcano’s interfering with our communications. We can make it from here into the outpost. Follow me, I'm going in!",,Razor One
